"gbifid","species","latitude","longitude","sampledate"
1098905817,"Junonia coenia",30.814236,-94.023641,2015-06-10
1098905859,"Agraulis vanillae",30.814236,-94.023641,2015-06-10
1098905918,"Thessalia theona",26.286174,-98.5344,2015-06-10
1098905975,"Danaus gilippus",32.311411,-97.014929,2015-06-10
1098905981,"Agraulis vanillae",29.762328,-95.155227,2015-06-10
1098906010,"Vanessa virginiensis",37.981821,-76.840383,2015-06-09
1098906015,"Junonia coenia",29.762328,-95.155227,2015-06-10
1098906022,"Coenonympha tullia",43.619655,-72.958172,2015-06-10
1098906024,"Vanessa atalanta",44.50487,-73.231809,2015-06-10
1098906053,"Melitaea texana",20.753967,-103.990649,2015-06-07
1098906058,"Euptychia cymela",43.620411,-72.957822,2015-06-10
1098906087,"Junonia coenia",38.888168,-76.554312,2015-06-06
1098906091,"Polygonia interrogationis",38.888168,-76.554312,2015-06-06
1098906203,"Junonia coenia",36.070192,-115.453628,2015-06-10
1098906281,"Cercyonis pegala",37.396869,-121.802276,2015-06-04
1098906287,"Junonia coenia",37.396869,-121.802276,2015-06-04
1098906310,"Occidryas chalcedona",37.396869,-121.802276,2015-06-04
1098906314,"Eresia aveyrana",37.396869,-121.802276,2015-06-04
1098906385,"Vanessa atalanta",37.611613,-120.935622,2015-06-10
1098906575,"Lethe appalachia",35.568755,-82.483206,2015-06-10
1098906609,"",22.505394,114.234563,2015-06-07
1098906653,"Chlosyne lacinia",27.667383,-97.3275,2015-06-11
1098906720,"Occidryas chalcedona",37.097455,-122.274336,2015-06-07
1098906724,"Euptoieta claudia",30.306041,-98.065703,2015-06-11
1098906841,"Vanessa cardui",42.294746,-71.302722,2015-06-11
1098906923,"Vanessa cardui",40.470107,-122.269664,2015-04-11
1098906962,"Nymphalis antiopa",42.53984,-78.381299,2015-06-11
1098906986,"Agraulis vanillae",32.885432,-97.278449,2015-06-09
1098906989,"Phyciodes tharos",32.885366,-97.278497,2015-06-09
1098906998,"Melitaea texana",29.771208,-95.569603,2015-06-11
1098907036,"Euptychia cymela",41.754634,-86.012102,2015-06-11
1098907153,"Limenitis arthemis",43.5898,-72.91143,2015-06-10
1098907310,"Limenitis lorquini",45.218515,-122.938653,2015-06-11
1098907334,"Anartia fatima",20.660414,-103.86937,2015-06-06
1098907340,"Anartia jatrophae",26.647122,-81.687215,2015-05-02
1098907360,"Oeneis polixenes",20.662441,-103.868405,2015-06-06
1098907496,"Limenitis reducta",42.711796,-1.587253,2015-06-12
1098907528,"Coenonympha tullia",43.450056,-73.039744,2015-06-11
1098907665,"Junonia coenia",38.530545,-121.609765,2015-06-11
1098907695,"Vanessa atalanta",37.768917,-122.465758,2015-06-12
1098907701,"Melanargia galathea",42.726254,-1.531541,2015-06-12
1098907731,"Danaus plexippus",38.530545,-121.609765,2015-06-11
1098907819,"Vanessa cardui",40.470509,-122.270003,2015-04-12
1098907823,"Vanessa cardui",40.47014,-122.27147,2015-04-12
1098907866,"Vanessa cardui",40.470526,-122.270545,2015-04-12
1098907878,"Coenonympha tullia",43.609313,-73.023295,2015-06-12
1098907929,"Junonia evarete",-32.361766,-64.949369,2015-06-08
1098908029,"Chlosyne nycteis",32.493923,-94.757672,2015-06-12
1098908113,"Junonia coenia",38.153895,-121.444189,2015-06-12
1098908119,"Danaus plexippus",39.55587,-89.788947,2015-06-12
1098908205,"Danaus plexippus",38.189287,-122.489028,2015-06-09
1098908264,"Asterocampa celtis",44.459277,-93.144782,2015-06-12
1098908285,"Speyeria cybele",44.459277,-93.144782,2015-06-12
1098908289,"Polygonia satyrus",37.855762,-122.207,2015-06-12
1098908308,"Bassaris itea",-40.835348,172.883434,2015-06-13
1098908324,"Occidryas chalcedona",37.883259,-122.221912,2015-06-12
1098908378,"Phyciodes tharos",30.542147,-97.720222,2015-06-04
1098908390,"Bassaris itea",-45.854335,170.645956,2015-06-07
1098908450,"Occidryas chalcedona",37.881942,-122.222918,2015-06-12
1098908461,"Limenitis lorquini",37.854548,-122.204777,2015-06-12
1098908468,"Eresia aveyrana",37.847927,-122.198065,2015-06-12
1098908474,"Polygonia satyrus",37.854382,-122.20305,2015-06-12
1098908478,"Chlosyne palla",37.854353,-122.20321,2015-06-12
1098908694,"Limenitis lorquini",37.854687,-122.205277,2015-06-12
1098908697,"Coenonympha tullia",37.853438,-122.192205,2015-06-12
1098908711,"Polygonia satyrus",37.854638,-122.20509,2015-06-12
1098908726,"Vanessa virginiensis",37.8477,-122.191497,2015-06-12
1098908727,"Junonia coenia",37.851477,-122.195438,2015-06-12
1098908728,"Eresia aveyrana",37.882507,-122.221327,2015-06-12
1098908734,"Occidryas chalcedona",37.881702,-122.221117,2015-06-12
1098908815,"Polygonia interrogationis",32.754132,-97.796219,2015-06-13
1098908858,"Aglais urticae",50.45622,6.456388,2015-06-13
1098908951,"Limenitis archippus",32.533519,-96.550636,2015-06-13
1098908965,"Phyciodes tharos",45.969992,-81.489188,2015-06-11
1098908984,"Vanessa cardui",50.454639,6.466146,2015-06-13
1098909008,"Vanessa atalanta",45.419793,9.314484,2015-06-12
1098909010,"Phyciodes phaon",26.290888,-98.135205,2015-04-06
1098909033,"Euptoieta claudia",26.290821,-98.135279,2015-05-01
1098909055,"Euptychia cymela",43.71571,-79.343719,2015-06-13
1098909111,"Limenitis astyanax",34.318643,-89.438277,2015-06-13
1098909200,"Limenitis archippus",43.619294,-72.95834,2015-06-13
1098909296,"Texola elada",30.449494,-99.794131,2015-06-13
1098909368,"Limenitis arthemis",43.628683,-72.939348,2015-06-11
1098909383,"Euptychia cymela",43.709231,-79.337799,2015-06-13
1098909491,"Agraulis vanillae",32.753899,-96.850237,2015-06-13
1098909552,"Polygonia interrogationis",32.993244,-97.226969,2015-06-09
1098909738,"Polygonia interrogationis",40.70171,-82.555961,2015-06-13
1098909889,"Limenitis astyanax",44.425198,-93.358565,2015-06-13
1098909904,"Coenonympha pamphilus",50.476079,6.519549,2015-06-14
1098909912,"Vanessa cardui",50.478128,6.521995,2015-06-14
1098909921,"Junonia coenia",35.510055,-93.319684,2015-06-13
1098909937,"Vanessa virginiensis",35.511632,-93.319142,2015-06-13
1098910023,"Danaus plexippus",38.749672,-88.860083,2015-06-14
1098910030,"Eresia aveyrana",40.76777,-111.82273,2015-06-12
1098910055,"Phyciodes phaon",32.734561,-97.51031,2015-06-09
1098910094,"Aglais milberti",41.795713,-76.669252,2015-06-13
1098910095,"Limenitis archippus",28.882353,-95.585525,2015-06-14
1098910225,"Asterocampa celtis",32.884739,-97.280575,2015-06-11
1098910262,"Euptoieta claudia",32.886134,-97.282436,2015-06-11
1098910267,"Polygonia interrogationis",26.176783,-98.365295,2015-06-14
1098910281,"Phyciodes tharos",28.882375,-95.585555,2015-06-14
1098910299,"Doxocopa pavon",26.178958,-98.365417,2015-06-14
1098910308,"Danaus plexippus",41.147329,-87.884679,2015-06-14
1098910340,"Vanessa virginiensis",37.977961,-120.334664,2015-06-13
1098910400,"Cyllopsis pertepida",31.925319,-104.843353,2015-06-12
1098910424,"Danaus plexippus",43.643203,-79.321418,2015-06-13
1098910498,"Polygonia satyrus",37.185445,-122.34766,2015-06-14
1098910508,"Vanessa atalanta",37.1861,-122.339413,2015-06-14
1098910528,"Eresia aveyrana",37.185218,-122.335885,2015-06-14
1098910536,"Coenonympha tullia",37.18023,-122.351595,2015-06-14
1098910554,"Junonia coenia",32.886153,-97.282763,2015-06-11
1098910574,"Vanessa atalanta",43.664721,-73.045961,2015-06-14
1098910602,"Coenonympha tullia",43.735507,-73.046293,2015-06-14
1098910622,"Chlosyne harrisii",44.524046,-72.654812,2015-06-14
1098910636,"Danaus plexippus",36.198638,-97.052155,2015-06-12
1098910641,"Danaus plexippus",36.066936,-97.250687,2015-06-14
1098910643,"Nymphalis antiopa",44.402468,-72.67521,2015-06-14
1098910762,"Limenitis astyanax",44.738297,-91.922028,2015-06-14
1098910774,"Asterocampa celtis",44.716111,-91.8975,2015-06-14
1098910790,"Danaus plexippus",37.766509,-122.470276,2015-06-14
1098910934,"Anaea andria",30.020292,-97.146592,2015-06-14
1098910950,"Junonia coenia",37.801665,-122.173175,2015-06-13
1098910970,"Nymphalis antiopa",37.798278,-122.152883,2015-06-13
1098910985,"Eresia aveyrana",37.797732,-122.15039,2015-06-13
1098911026,"Dryas iulia",6.104145,-77.427783,2015-05-17
1098911036,"Junonia coenia",32.885371,-97.278493,2015-06-14
1098911165,"Polygonia interrogationis",31.964616,-102.121608,2015-06-12
1098911208,"Coenonympha tullia",43.784942,-72.609842,2015-06-13
1098911242,"Cercyonis pegala",33.060649,-96.940194,2015-06-14
1098911293,"",19.515705,-96.936531,2015-06-12
1098911303,"Cercyonis pegala",33.051758,-96.937619,2015-06-13
1098911320,"Danaus plexippus",33.046817,-97.132217,2015-06-12
1098911345,"Junonia coenia",38.265702,-121.439292,2015-06-14
1098911349,"Libytheana carinenta",36.034594,-112.168951,2015-06-14
1098911358,"",19.511984,-96.937861,2015-06-12
1098911371,"Asterocampa celtis",44.572494,-92.635366,2015-06-14
1098911372,"Euphydryas phaeton",44.572558,-92.635794,2015-06-14
1098911375,"Limenitis astyanax",44.572558,-92.635794,2015-06-14
1098911483,"Dryas iulia",-24.667673,-65.480595,2015-06-13
1098911515,"Dynamine dyonis",26.073024,-98.142099,2015-06-15
1098911526,"Junonia coenia",38.169213,-120.812588,2015-06-14
1098911607,"Agraulis vanillae",32.498024,-96.964534,2015-06-15
1098911720,"Vanessa cardui",40.469018,-122.273335,2015-04-13
1098911734,"Vanessa cardui",40.470377,-122.270944,2015-04-13
1098911746,"Speyeria cybele",41.014742,-81.938632,2015-06-15
1098911754,"Danaus plexippus",41.101445,-81.441779,2015-06-14
1098911831,"Speyeria atlantis",44.37725,-72.745402,2015-06-13
1098911836,"Limenitis archippus",41.812923,-71.390415,2015-05-29
1098911838,"Limenitis arthemis",44.37725,-72.745402,2015-06-13
1098911840,"Coenonympha tullia",44.37725,-72.745402,2015-06-13
1098911865,"Danaus plexippus",36.133745,-97.078072,2015-06-15
1098911965,"Chlosyne lacinia",23.299,-106.44343,2015-06-15
1098912030,"Chlosyne harrisii",44.255066,-72.504833,2015-06-14
1098912073,"Coenonympha tullia",44.340881,-72.461311,2015-06-14
1098912178,"Occidryas chalcedona",34.196228,-118.023271,2015-06-15
1098912287,"Aglais io",52.08093,23.719059,2015-06-16
1098912348,"Melanargia galathea",51.255,-0.308611,2015-06-14
1098912423,"Nymphalis antiopa",33.339465,-116.901317,2015-06-13
1098912509,"Junonia coenia",32.775437,-97.668456,2015-06-14
1098912594,"Junonia coenia",37.735337,-122.394975,2015-06-16
1098912612,"Junonia coenia",37.73595,-122.395549,2015-06-16
1098912635,"Dione moneta",20.646901,-104.037384,2015-06-15
1098912666,"Agraulis vanillae",37.550193,-122.28763,2015-06-16
1098912786,"Speyeria cybele",36.42369,-81.148013,2015-06-14
1098912787,"Chlosyne ehrenbergii",20.703245,-101.307485,2015-06-15
1098912797,"Coenonympha tullia",43.742429,-73.04934,2015-06-16
1098912798,"Danaus plexippus",39.181242,-76.799905,2015-06-16
1098912856,"Phyciodes tharos",39.65355,-89.770058,2015-06-16
1098912885,"Vanessa atalanta",37.800467,-122.451952,2015-06-16
1098913023,"Danaus plexippus",34.059881,-98.720763,2015-06-16
1098913032,"Coenonympha tullia",44.192639,-72.779848,2015-06-16
1098913046,"Junonia coenia",29.20234,-94.95737,2015-06-15
1098913103,"Phyciodes phaon",33.839418,-98.562233,2015-06-13
1098913182,"Chlosyne lacinia",23.299,-106.44343,2015-06-16
1098913191,"Limenitis astyanax",41.420136,-75.233321,2015-06-11
1098913300,"Dione juno",19.80393,-99.093053,2015-06-16
1098913321,"Junonia coenia",37.735443,-122.395248,2015-06-16
1098913467,"Limenitis lorquini",48.564925,-123.366331,2015-06-16
1098913498,"Chlosyne palla",37.001712,-121.545954,2015-06-16
1098913506,"Vanessa atalanta",42.403767,-71.185592,2015-06-17
1098913532,"Vanessa atalanta",41.732608,-81.303506,2015-06-11
1098913543,"Limenitis arthemis",44.273972,-73.948325,2015-06-17
1098913570,"Pararge aegeria",50.443192,6.450977,2015-06-17
1098913604,"Aglais urticae",50.456173,6.457722,2015-06-17
1098913617,"Vanessa atalanta",50.443192,6.450977,2015-06-17
1098913627,"Junonia coenia",33.340607,-116.901183,2015-06-13
1098913638,"Vanessa cardui",37.91848,-121.941184,2015-05-22
1098913664,"Eresia aveyrana",33.340204,-116.901226,2015-06-13
1098913712,"Danaus gilippus",30.16049,-98.072843,2015-06-17
1098913723,"Vanessa virginiensis",33.335027,-116.919168,2015-06-13
1098913744,"Junonia coenia",30.161418,-98.074726,2015-06-17
1098913803,"Danaus plexippus",44.732739,-91.845435,2015-06-14
1098913837,"Phyciodes tharos",30.813287,-94.025143,2015-06-17
1098913900,"Chlosyne harrisii",44.805764,-71.790971,2015-06-17
1098913902,"Limenitis arthemis",43.674899,-72.807821,2015-06-17
1098913905,"Vanessa virginiensis",44.822876,-71.759455,2015-06-17
1098913929,"Phyciodes tharos",44.822925,-71.759444,2015-06-17
1098913943,"Nymphalis antiopa",38.455812,-122.668237,2015-06-17
1098913945,"Speyeria cybele",38.736839,-83.230534,2015-06-13
1098914018,"Speyeria atlantis",41.627137,-78.818314,2015-06-17
1098914043,"Polygonia interrogationis",42.756805,-87.782617,2015-06-17
1098914081,"Danaus gilippus",36.145624,-115.419786,2015-06-17
1098914105,"Eresia aveyrana",37.1795,-122.35196,2015-06-17
1098914107,"Limenitis lorquini",37.18537,-122.347685,2015-06-17
1098914111,"Vanessa atalanta",37.180347,-122.351527,2015-06-17
1098914115,"Junonia coenia",37.185463,-122.347688,2015-06-17
1098914138,"Phyciodes tharos",37.179863,-122.351912,2015-06-17
1098914151,"Limenitis bredowii",37.185672,-122.346835,2015-06-17
1098914162,"Polygonia comma",44.052002,-73.291898,2015-06-17
1098914171,"Libytheana carinenta",37.337191,-78.519526,2015-06-17
1098914178,"Asterocampa celtis",41.87552,-74.019435,2015-06-16
1098914277,"Vanessa atalanta",42.461955,-71.158302,2015-06-17
1098914314,"Danaus plexippus",30.267741,-81.391989,2015-06-16
1098914355,"Vanessa virginiensis",37.944062,-122.133958,2015-06-16
1098914382,"Junonia coenia",37.948017,-122.13458,2015-06-16
1098914397,"Vanessa virginiensis",37.945826,-122.142616,2015-06-16
1098914422,"Danaus plexippus",-26.738523,150.622765,2015-06-18
1098914529,"Coenonympha tullia",43.580834,-72.96234,2015-06-17
1098914536,"Vanessa cardui",42.672073,-1.609522,2015-06-18
1098914541,"Aglais io",42.672073,-1.609522,2015-06-18
1098914593,"Anartia fatima",20.448099,-97.377529,2015-06-16
1098914621,"Vanessa atalanta",41.905587,-88.013758,2015-06-16
1098914687,"Aglais urticae",50.461509,6.442641,2015-06-18
1098914843,"Polygonia comma",41.589662,-83.441344,2015-04-18
1098914864,"Agraulis vanillae",28.188869,-82.671961,2015-05-15
1098915012,"Danaus plexippus",34.017951,-118.288526,2015-06-18
1098915069,"Bassaris itea",-41.326918,174.790229,2015-06-11
1098915113,"Occidryas chalcedona",34.334639,-118.159079,2015-06-15
1098915503,"Heliconius charithonia",20.487292,-105.442808,2015-06-18
1098915510,"Eunica monima",20.487292,-105.442808,2015-06-18
1098915578,"Occidryas chalcedona",34.149066,-118.080792,2015-06-16
1098915658,"Phyciodes phaon",32.754815,-97.313996,2015-06-18
1098915687,"Junonia coenia",32.752295,-97.312302,2015-06-18
1098915703,"Danaus plexippus",43.808579,-72.211235,2015-06-19
1098915745,"Libytheana carinenta",32.311411,-97.014929,2015-06-19
1098915821,"Junonia coenia",32.88451,-97.281497,2015-06-18
1098915831,"Chlosyne lacinia",27.66708,-97.32647,2015-06-19
1098915872,"Euptoieta claudia",32.913312,-96.884524,2015-06-19
1098915874,"Speyeria cybele",42.338299,-72.564004,2015-06-19
1098915911,"Limenitis lorquini",47.672936,-117.386209,2015-06-12
1098915941,"Chlosyne lacinia",29.438402,-98.028431,2015-06-19
1098915972,"Limenitis astyanax",37.545258,-77.511206,2015-06-19
1098915979,"Euptoieta claudia",33.025959,-96.713231,2015-06-19
1098915982,"Occidryas chalcedona",34.196225,-118.022653,2015-06-18
1098916076,"Limenitis lorquini",37.184452,-122.348745,2015-06-19
1098916079,"Junonia coenia",37.18541,-122.347748,2015-06-19
1098916095,"Vanessa atalanta",37.185393,-122.34761,2015-06-19
1098916120,"Limenitis astyanax",37.550702,-77.516978,2015-06-19
1098916127,"Phyciodes tharos",37.549749,-77.513866,2015-06-19
1098916150,"Phyciodes tharos",35.330954,-97.232759,2015-06-19
1098916226,"Boloria bellona",41.056769,-79.894267,2015-06-13
1098916254,"Asterocampa celtis",32.617567,-97.060597,2015-06-19
1098916282,"Danaus plexippus",33.995861,-118.237496,2015-06-17
1098916410,"Danaus plexippus",-43.562013,172.602172,2015-06-02
1098916620,"Nymphalis antiopa",34.107073,-118.247799,2015-06-14
1098916691,"Junonia coenia",39.431551,-120.241393,2015-06-20
1098916743,"Vanessa virginiensis",33.015375,-97.067009,2015-06-18
1098916837,"Phyciodes phaon",33.056947,-96.669859,2015-06-20
1098916882,"Junonia coenia",33.040659,-97.399321,2015-06-20
1098916903,"Vanessa virginiensis",33.08806,-97.27566,2015-06-20
1098916915,"Libytheana carinenta",33.063593,-97.494972,2015-06-20
1098916948,"Phyciodes tharos",40.509238,-80.078575,2015-06-14
1098916951,"Limenitis arthemis",41.509955,-76.80722,2015-06-10
1098916955,"Libytheana carinenta",33.088067,-97.275658,2015-06-20
1098916964,"Phyciodes tharos",33.6478,-95.5269,2015-06-20
1098916969,"Asterocampa celtis",33.647716,-95.526381,2015-06-20
1098916977,"Phyciodes tharos",34.2177,-94.8188,2015-06-20
1098916981,"Chlosyne nycteis",34.151164,-94.843957,2015-06-20
1098916986,"Vanessa virginiensis",34.2177,-94.8188,2015-06-20
1098916987,"Anaea andria",34.2177,-94.8188,2015-06-20
1098916991,"Vanessa virginiensis",34.1656,-94.9645,2015-06-20
1098916993,"Limenitis astyanax",34.2177,-94.8188,2015-06-20
1098916997,"Polygonia interrogationis",34.2061,-94.8479,2015-06-20
1098917001,"Junonia coenia",34.2177,-94.8188,2015-06-20
1098917016,"Speyeria diana",34.2061,-94.8479,2015-06-20
1098917030,"Limenitis bredowii",34.009267,-117.814474,2015-06-03
1098917071,"Junonia coenia",38.112317,-121.408475,2015-06-19
1098917078,"Junonia coenia",32.691958,-97.191612,2015-06-19
1098917094,"Lethe appalachia",39.870834,-75.674446,2015-06-20
1098917106,"Phyciodes tharos",32.691128,-97.191483,2015-06-19
1098917115,"Junonia coenia",32.75394,-96.848276,2015-06-20
1098917249,"Junonia coenia",37.759538,-122.125423,2015-06-20
1098917285,"Junonia coenia",37.752363,-122.13845,2015-06-20
1098917286,"Vanessa atalanta",37.842631,-122.194906,2015-06-20
1098917352,"Asterocampa celtis",32.881285,-97.27915,2015-06-20
1098917414,"",-41.292817,174.734537,2015-06-21
1098917492,"Vanessa cardui",50.43765,6.44032,2015-06-21
1098917493,"Aglais urticae",50.522486,6.534698,2015-06-21
1098917503,"Brenthis ino",50.52164,6.536586,2015-06-21
1098917511,"Asterocampa celtis",30.532933,-97.6259,2015-06-20
1098917527,"Maniola jurtina",50.522158,6.534966,2015-06-21
1098917537,"Brenthis ino",50.521845,6.534644,2015-06-21
1098917579,"Junonia orithya",19.07283,72.88261,2015-05-16
1098917654,"Chlosyne nycteis",31.546272,-95.237608,2015-06-20
1098917738,"Euptychia cymela",43.808463,-72.209179,2015-06-19
1098917764,"Coenonympha tullia",43.645906,-72.957119,2015-06-18
1098917765,"Limenitis astyanax",38.94312,-76.696396,2015-05-22
1098917766,"Nymphalis antiopa",43.650362,-72.945468,2015-06-18
1098917835,"Vanessa atalanta",40.700484,-82.556725,2015-06-20
1098917859,"",23.299,-106.44343,2015-06-21
1098917916,"Junonia coenia",37.806648,-122.148583,2015-06-21
1098917925,"Agraulis vanillae",37.550302,-122.287645,2015-06-20
1098917927,"Nymphalis antiopa",44.296042,-72.294656,2015-06-19
1098917972,"Chlosyne hoffmanni",35.895138,-118.54573,2015-06-21
1098918130,"Euptychia cymela",34.390181,-93.622913,2015-06-21
1098918218,"Asterocampa celtis",32.638602,-96.959378,2015-06-13
1098918225,"Asterocampa celtis",33.16003,-96.615458,2015-06-20
1098918230,"Polygonia interrogationis",32.635639,-96.962822,2015-06-13
1098918237,"Libytheana carinenta",33.15978,-96.614955,2015-06-20
1098918251,"Danaus plexippus",36.034281,-97.225389,2015-06-21
1098918253,"Libytheana carinenta",32.63469,-96.969302,2015-06-13
1098918255,"Asterocampa celtis",32.634338,-96.971534,2015-06-13
1098918283,"Junonia coenia",37.746112,-122.226465,2015-06-21
1098918305,"Danaus plexippus",-43.566086,172.612255,2015-06-21
1098918325,"Occidryas chalcedona",37.117931,-122.273572,2015-06-21
1098918346,"Polygonia satyrus",37.083214,-122.211798,2015-06-21
1098918363,"Eresia aveyrana",37.074379,-122.368935,2015-06-21
1098918364,"Maniola jurtina",40.384997,8.771939,2015-06-21
1098918436,"Lethe anthedon",45.459161,-76.199069,2015-06-20
1098918465,"Hypolimnas bolina",8.861787,98.276626,2015-06-18
1098918483,"Aglais urticae",55.716154,12.505295,2015-06-21
1098918499,"Phyciodes tharos",40.342793,-105.683639,2015-06-16
1098918502,"Junonia almana",8.861684,98.276342,2015-06-18
1098918509,"Coenonympha tullia",40.342793,-105.683639,2015-06-16
1098918520,"Acraea terpsichore",8.861621,98.276246,2015-06-18
1098918697,"Vanessa cardui",50.639586,-1.926952,2015-06-21
1098918734,"Vanessa virginiensis",44.543536,-79.054742,2015-05-16
1098918744,"Pararge aegeria",51.255,-0.308611,2015-06-10
1098918762,"Junonia coenia",37.51633,-121.83207,2015-06-18
1098918780,"Euptoieta claudia",33.015316,-97.066989,2015-06-18
1098918900,"Limenitis astyanax",37.431958,-79.333214,2015-06-22
1098918919,"Euptychia cymela",43.647131,-72.950377,2015-06-18
1098918952,"Limenitis arthemis",43.647131,-72.950377,2015-06-18
1098918993,"Lasiommata megera",41.019574,0.757306,2015-06-20
1098919002,"Lasiommata megera",41.028122,0.724647,2015-06-20
1098919016,"Lasiommata megera",41.032298,0.736706,2015-06-20
1098919020,"Melanargia lachesis",41.032201,0.737736,2015-06-20
1098919023,"Maniola jurtina",41.019348,0.757134,2015-06-20
1098919026,"Nymphalis antiopa",44.296013,-72.294187,2015-06-19
1098919040,"Junonia coenia",38.455783,-122.668543,2015-06-22
1098919042,"Nymphalis antiopa",41.731959,-81.304868,2015-06-22
1098919043,"Melanargia lachesis",41.019412,0.757263,2015-06-20
1098919056,"Limenitis bredowii",38.455992,-122.665433,2015-06-22
1098919092,"Aglais milberti",42.431423,-71.223355,2015-06-22
1098919119,"Speyeria cybele",39.343989,-84.478447,2015-06-22
1098919155,"Limenitis arthemis",45.334905,-75.724101,2015-06-20
1098919191,"Greta morgane",20.6953,-99.812825,2015-06-22
1098919216,"Danaus gilippus",30.193019,-97.612259,2015-06-22
1098919270,"Euptoieta claudia",30.604453,-103.920279,2015-04-21
1098919291,"Chlosyne janais",26.205176,-98.26725,2015-06-21
1098919334,"Vanessa virginiensis",37.431856,-79.339245,2015-06-22
1098919350,"Limenitis arthemis",43.628954,-72.939448,2015-06-22
1098919360,"Eresia aveyrana",38.06562,-122.850087,2015-06-22
1098919419,"Danaus gilippus",36.146204,-115.419818,2015-06-22
1098919455,"Danaus plexippus",44.465641,-93.153795,2015-06-22
1098919457,"Limenitis lorquini",37.185225,-122.339182,2015-06-22
1098919462,"Polygonia satyrus",37.18518,-122.339175,2015-06-22
1098919479,"Epiphile adrasta",24.008639,-99.164078,2015-06-20
1098919491,"Eresia aveyrana",37.185867,-122.337405,2015-06-22
1098919493,"Euptoieta hegesia",18.883891,-96.923775,2015-06-22
1098919496,"Euptoieta hegesia",18.883891,-96.923775,2015-06-22
1098919500,"Junonia coenia",37.185918,-122.337965,2015-06-22
1098919511,"Thessalia theona",20.487292,-105.442808,2015-06-22
1098919521,"Phyciodes tharos",37.185467,-122.339388,2015-06-22
1098919557,"Microtia elva",20.487292,-105.442808,2015-06-22
1098919620,"Polygonia c-album",52.079776,23.678675,2015-06-20
1098919625,"Anaea aidea",20.713731,-104.033715,2015-06-21
1098919643,"Pararge aegeria",52.079621,23.679805,2015-06-20
1098919675,"Coenonympha arcania",52.079941,23.680392,2015-06-20
1098919742,"Euptychia cymela",44.31664,-72.416952,2015-06-19
1098919768,"Phyciodes tharos",44.33109,-72.417567,2015-06-19
1098919781,"Polygonia interrogationis",35.0324,-106.3674,2015-06-21
1098919807,"Limenitis bredowii",35.0324,-106.3674,2015-06-21
1098919823,"Junonia coenia",26.291898,-98.135502,2015-06-20
1098919841,"Euptychia cymela",39.446733,-82.224633,2015-06-23
1098919849,"Coenonympha tullia",41.665335,-77.138982,2015-06-17
1098920042,"Phyciodes tharos",37.892359,-84.514132,2015-06-23
1098920044,"Polygonia interrogationis",37.892359,-84.514132,2015-06-23
1098920081,"Junonia coenia",32.552967,-97.0817,2015-06-23
1098920159,"Limenitis astyanax",43.286771,-81.794772,2015-06-23
1098920204,"Danaus plexippus",41.357691,-88.167307,2015-06-23
1098920215,"Limenitis astyanax",39.920037,-89.816667,2015-06-23
1098920221,"Limenitis arthemis",44.314003,-72.352671,2015-06-20
1098920239,"Texola elada",26.260461,-98.533017,2015-06-22
1098920254,"Chlosyne lacinia",26.271555,-98.530155,2015-06-22
1098920256,"Thessalia theona",26.259913,-98.53238,2015-06-22
1098920262,"Mestra amymone",26.281556,-98.530242,2015-06-22
1098920323,"Phyciodes tharos",35.632962,-82.556071,2015-06-23
1098920333,"Vanessa atalanta",37.766884,-122.466079,2015-06-23
1098920357,"Metamorpha stelenes",9.91887,-84.1399,2015-06-23
1098920468,"Agraulis vanillae",38.45184,-122.70061,2015-06-23
1098920480,"Limenitis astyanax",40.731532,-77.637162,2015-06-21
1098920495,"Vanessa virginiensis",30.441163,-99.803538,2015-04-25
1098920498,"Polygonia interrogationis",30.441163,-99.803538,2015-04-25
1098920513,"Vanessa virginiensis",30.441163,-99.803538,2015-04-25
1098920519,"Euptoieta claudia",30.427657,-99.800953,2015-04-25
1098920609,"Junonia coenia",37.468825,-122.30969,2015-06-23
1098920668,"Lethe anthedon",44.468956,-93.184833,2015-06-23
1098920724,"Agraulis vanillae",37.559213,-122.048231,2015-06-23
1098920774,"Coenonympha tullia",36.546617,-121.188718,2015-06-23
1098920784,"Limenitis bredowii",36.573992,-121.197421,2015-06-23
1098920794,"Danaus plexippus",36.534013,-121.129905,2015-06-23
1098920809,"Colobura dirce",20.487292,-105.442808,2015-06-23
1098920814,"Junonia coenia",36.504955,-121.032342,2015-06-23
1098920831,"Chlosyne lacinia",30.685769,-97.64209,2015-06-23
1098920841,"Speyeria cybele",40.92137,-74.895301,2015-06-13
1098920867,"Danaus gilippus",30.686053,-97.642047,2015-06-23
1098920890,"Aglais milberti",41.004916,-75.103485,2015-06-06
1098920911,"Speyeria atlantis",44.297255,-72.295316,2015-06-20
1098920922,"Danaus gilippus",21.142569,-102.981172,2015-06-21
1098920953,"Coenonympha pamphilus",50.476708,6.517017,2015-06-24
1098920977,"Maniola jurtina",50.474823,6.517274,2015-06-24
1098920996,"Aglais urticae",46.101944,11.389444,2015-06-24
1098921006,"Aphantopus hyperantus",50.476407,6.518605,2015-06-24
1098921058,"Speyeria cybele",38.933828,-76.982558,2015-06-20
1098921094,"Danaus plexippus",47.683547,-117.112039,2015-06-17
1098921140,"Diaethria anna",18.84995,-97.068024,2015-06-22
1098921155,"Chlosyne lacinia",29.61861,-98.190007,2015-06-24
1098921176,"Vanessa cardui",34.128093,-118.307854,2015-06-24
